"ID","name","position","method","timestamp","comment"
"Isotope01","Isotope01",1001,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 16:28:49",NA
"Isotope02","Isotope02",1002,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 16:49:58",NA
"Isotope03","Isotope03",1003,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 17:11:07",NA
"Isotope04","Isotope04",1004,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 17:32:17",NA
"Isotope05","Isotope05",1005,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 17:53:28",NA
"Isotope06","Isotope06",1006,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 18:14:40",NA
"Isotope07","Isotope07",1007,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 18:35:53",NA
"Isotope08","Isotope08",1008,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 18:57:06",NA
"Isotope09","Isotope09",1009,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 19:18:21",NA
"Isotope10","Isotope10",1010,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 19:39:38",NA
"Isotope11","Isotope11",1011,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 20:00:57",NA
"Isotope12","Isotope12",1012,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 20:22:16",NA
"Isotope13","Isotope13",1013,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-17 20:43:27",NA
"Isotope14","Isotope14",1014,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 13:09:01",NA
"Isotope15","Isotope15",1015,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 13:30:12",NA
"Isotope16","Isotope16",1016,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 13:51:52",NA
"Isotope17","Isotope17",1017,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 14:13:43",NA
"Isotope18","Isotope18",1018,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 14:34:55",NA
"Isotope19","Isotope19",1019,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 14:56:08",NA
"Isotope20","Isotope20",1020,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 15:17:21",NA
"Isotope21","Isotope21",1021,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 15:38:39",NA
"Isotope22","Isotope22",1022,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 15:59:58",NA
"Isotope23","Isotope23",1023,"./Methods/Method-GC_2ml_Overpressure.met","2022-02-18 16:21:18",NA
